,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,FeeTotNtv,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,HashRate,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,SplyExNtv,SplyExUSD,SplyExpFut10yr,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d,log_ret_1d,vol_30d,pm_election_prob_vw,pm_election_prob_mean,pm_election_prob_std,pm_election_n_markets,pm_election_prob_chg_1d,pm_fed_prob_vw,pm_fed_prob_mean,pm_fed_prob_std,pm_fed_n_markets,pm_fed_prob_chg_1d,pm_crypto_prob_vw,pm_crypto_prob_mean,pm_crypto_prob_std,pm_crypto_n_markets,pm_crypto_prob_chg_1d,log_price,d_log_price,d_TxCnt,d_HashRate,d_AdrActCnt,d_pm_election_prob_vw,d_pm_fed_prob_vw,d_pm_crypto_prob_vw
ROI30d,-0.16792463988842163,-0.1885716106701642,-0.11489710865939709,-0.11489710865939709,0.37393844239617197,0.6453279543134571,-0.10657538936762134,0.023181676943173676,0.10043086469866164,-0.05169567793991686,-0.07825034604832408,-0.06684760777275389,-0.07665988888262193,-0.11864361301604179,0.33165043665976357,-0.10889154906391448,,-0.10726815329482935,0.09938407254942741,1.0,0.2542002307069146,0.5209390563407307,0.23983855585788968,0.2542002307069146,-0.2762452569903149,-0.21276662725175605,-0.09841826816766562,-0.27294619401393094,-0.15801947459463384,-0.17333685759374257,-0.0849196350925804,0.21373547144680927,0.3263786476955633,,,,,,,,,,,,,,,,-0.21009186099617763,0.21373547144680927,0.0016011568602655297,-0.0007554815663361629,0.0029050473824209833,,,
ReferenceRate,0.8065019043123279,-0.8977394569133924,-0.2550961603651713,-0.2550961603651713,-0.12757928620157677,0.44989475191585826,0.455123652681749,0.4551298238230777,0.9008261744206146,0.29419876516719856,0.35271283163926415,0.5784047676679092,0.581309114055423,-0.12008853307912924,-0.1275792862015768,-0.03315856871259852,,0.4562618846265292,0.5684554792859091,0.2542002307069146,1.0,-0.7384597372729647,0.9957016050745341,1.0,-0.27278568214697957,-0.7431088516950608,0.4305966936771594,-0.2727858393074886,-0.26866591246391236,-0.1825660113380552,0.8459139229583048,0.29032216971238134,0.708856338604113,,,,,,,,,,,,,,,,0.45711769474108765,0.29032216971238134,-0.07002062903865235,0.08374559944560601,0.49108951275049295,,,
ReferenceRateETH,0.10997293156953951,0.5179791966728894,0.6494388809013029,0.6494388809013029,0.1752126822167657,0.4186989638766615,0.41509794334967964,0.4150885715911888,0.01204284516620365,0.3954997924193148,0.450754632812415,0.4993939032668516,0.5108613421031328,0.16216823450095638,0.17521268221676567,0.2679249032462815,,0.4143039679290599,0.5301334764769103,0.5209390563407307,-0.7384597372729647,1.0,-0.7274354586857879,-0.7384597372729648,0.6625209031861277,-0.13278796074806765,0.4288103341798925,0.662520916536088,0.10382509101662063,0.05300446031600583,-0.14590331863002354,0.5060702699215904,0.24492994065621498,,,,,,,,,,,,,,,,0.4114990003523162,0.5060702699215904,0.0468351998525954,0.0767138746499682,0.0032816291773304328,,,
ReferenceRateEUR,0.8585360352734636,-0.764651367947768,-0.15561664215883572,-0.15561664215883572,-0.061397829094924576,0.38427759167087905,0.38716439028547156,0.3871668208885789,0.8617443189599843,0.4039490201790293,0.45177324867777063,0.6705866787042225,0.6556163354377542,-0.05609187948482003,-0.06139782909492463,0.02083236136535551,,0.3880153857852388,0.5725337600154156,0.23983855585788968,0.9957016050745341,-0.7274354586857879,1.0,0.9957016050745323,-0.17335622160019237,-0.6313796582688893,0.3662988383016923,-0.17335640057964538,-0.19295180263475595,-0.1310612750373283,0.9007381809889425,0.2275837015143188,0.5525778986221772,,,,,,,,,,,,,,,,0.3891958608657981,0.2275837015143188,0.10702517384817489,0.27220995897609623,0.7082892367034122,,,
ReferenceRateUSD,0.8065019043123279,-0.8977394569133924,-0.2550961603651713,-0.2550961603651713,-0.12757928620157677,0.44989475191585826,0.455123652681749,0.4551298238230777,0.9008261744206146,0.29419876516719856,0.35271283163926415,0.5784047676679092,0.581309114055423,-0.12008853307912924,-0.1275792862015768,-0.03315856871259852,,0.4562618846265292,0.5684554792859091,0.2542002307069146,1.0,-0.7384597372729648,0.9957016050745323,1.0,-0.27278568214697957,-0.7431088516950608,0.4305966936771594,-0.2727858393074886,-0.26866591246391236,-0.1825660113380552,0.8459139229583048,0.29032216971238134,0.708856338604113,,,,,,,,,,,,,,,,0.45711769474108765,0.29032216971238134,-0.07002062903865235,0.08374559944560601,0.49108951275049295,,,
SplyCur,0.8703848124563397,0.8113538888676484,0.4909359356918374,0.4909359356918374,0.03083591452422011,-0.20118435546639882,0.5801653767197189,0.7794954404368714,0.22937146831130734,0.4342417190083914,0.5294506876938898,0.4621000917581863,0.5077862826896474,0.5240547488504861,-0.8155479180047345,0.6952691929343494,,0.5887440834878371,-0.43164692047145614,-0.2762452569903149,-0.27278568214697957,0.6625209031861277,-0.17335622160019237,-0.27278568214697957,1.0,0.8273682224431169,0.5040725842046223,0.9985753064108027,0.8213002015500016,0.8770069296806678,0.5664312301324111,-0.043135256098760684,-0.47397555398342406,,,,,,,,,,,,,,,,0.9762014541738577,-0.043135256098760684,6.468778861329432e-05,0.003920052086343565,-0.0002001340976943666,,,
SplyExNtv,0.7983928798672729,0.9435293909034272,0.7564113416705985,0.7564113416705985,-0.08814750803882859,-0.08572948447044366,0.8176649003450676,0.8166187486753518,0.052947022031559474,0.17489523485101144,0.7335926488936921,0.21700456131617923,0.71121359697544,0.8025451444222254,-0.768211260586626,0.8108806289058454,,0.82200806526541,-0.28515993256175287,-0.21276662725175605,-0.7431088516950608,-0.13278796074806765,-0.6313796582688893,-0.7431088516950608,0.8273682224431169,1.0,0.7891951072110452,0.8213667450048502,0.8821413922570169,0.8623697610237883,0.6708609584495979,-0.03962044772641245,-0.3701885602868137,,,,,,,,,,,,,,,,0.8743941924816325,-0.03962044772641245,-0.0026971124736853125,0.005494791065993925,-0.0009488623735233016,,,
SplyExUSD,0.37387397496876673,0.7347741506286002,0.8982564786317779,0.8982564786317779,-0.16482972138550694,0.016565483659827792,0.9772994268022348,0.9750365930321911,-0.1360346386941418,-0.07704248862415204,0.8640465941090545,-0.028355257190755028,0.8537664201372678,0.9365748503611147,-0.46680295679685263,0.780293345421365,,0.973293114251691,-0.1287962530215493,-0.09841826816766562,0.4305966936771594,0.4288103341798925,0.3662988383016923,0.4305966936771594,0.5040725842046223,0.7891951072110452,1.0,0.5086365516260916,0.6129665698511763,0.5276642614473271,0.6520408630833534,-0.015829613860891545,-0.2653916618313925,,,,,,,,,,,,,,,,0.5657244027279205,-0.015829613860891545,-0.0036506599824562896,0.00507740274632093,-0.0018469774854358953,,,
SplyExpFut10yr,0.8634380918103728,0.8046617788340525,0.48604392889602094,0.48604392889602094,0.04130585545718623,-0.19900609317958315,0.5856166362779464,0.7722285078748757,0.2250332573118661,0.42901556540798275,0.5341923897112231,0.4564595208475757,0.5123065284598693,0.5182570070496848,-0.7979714909107933,0.7031358279303864,,0.5943472700656469,-0.4169744844831843,-0.27294619401393094,-0.2727858393074886,0.662520916536088,-0.17335640057964538,-0.2727858393074886,0.9985753064108027,0.8213667450048502,0.5086365516260916,1.0,0.8122115727975971,0.8688838852183141,0.5718585547542381,-0.04354773670121269,-0.4629431491333156,,,,,,,,,,,,,,,,0.9789978408356137,-0.04354773670121269,6.0840763154898346e-05,0.003877786895409425,-0.00022634052518730993,,,
TxCnt,0.820122866446492,0.8790758556058716,0.6806162860887088,0.6806162860887088,-0.039999290114371824,-0.07590334635583577,0.6577912672170313,0.4195076203085908,0.26402531912722216,0.3058273537276116,0.5941852335132607,0.3407165560469743,0.5711329746254631,0.7106282716627906,-0.7524384735448184,0.6939238247691957,,0.6613978588494855,-0.29207788732723,-0.15801947459463384,-0.26866591246391236,0.10382509101662063,-0.19295180263475595,-0.26866591246391236,0.8213002015500016,0.8821413922570169,0.6129665698511763,0.8122115727975971,1.0,0.9478255822765949,0.5431195782695216,-0.02054436475793131,-0.39767010688627075,,,,,,,,,,,,,,,,0.8180107944239062,-0.02054436475793131,0.12366382629837538,0.06428513043604397,0.04387679859684625,,,
TxTfrCnt,0.9285221370453999,0.8998332228579691,0.5994497276487112,0.5994497276487112,-0.05150613311932248,-0.08972776978542664,0.6145236640434013,0.2774769112408357,0.3061420683622254,0.3551027736635091,0.5789786017140378,0.39069996464735857,0.5505030317629345,0.6297953565092951,-0.8022593088282108,0.7415924075531197,,0.6229066431940208,-0.32113710859892663,-0.17333685759374257,-0.1825660113380552,0.05300446031600583,-0.1310612750373283,-0.1825660113380552,0.8770069296806678,0.8623697610237883,0.5276642614473271,0.8688838852183141,0.9478255822765949,1.0,0.6096053379768608,-0.025135923050540448,-0.3968107356726956,,,,,,,,,,,,,,,,0.8802113404155613,-0.025135923050540448,0.09245988456768979,0.04718907817524557,0.05521234213036597,,,
volume_reported_spot_usd_1d,0.6183516216472515,0.7333765014475222,0.6058382035185116,0.6058382035185116,-0.20517776939903196,0.010552423119847878,0.7357990429257691,0.474178393511373,0.009537482076476101,0.04041469162256472,0.8263711819627632,0.0855706988275456,0.786459953088681,0.6341611893058503,-0.5272781739043227,0.7882858508013446,,0.7439491655981629,-0.14192596583342143,-0.0849196350925804,0.8459139229583048,-0.14590331863002354,0.9007381809889425,0.8459139229583048,0.5664312301324111,0.6708609584495979,0.6520408630833534,0.5718585547542381,0.5431195782695216,0.6096053379768608,1.0,-0.04049864729939142,-0.18593591584316174,,,,,,,,,,,,,,,,0.6203807387820466,-0.04049864729939142,-0.005386311563494271,0.0022155264712125666,0.0948701745886925,,,
log_ret_1d,-0.026061327466557226,-0.03212962223524693,-0.01972257640298143,-0.01972257640298143,0.02875371276854874,0.0788028459848862,-0.016256798722521473,0.011106966871950733,0.0056092889044061746,-0.03908776753429423,-0.02463588776984934,-0.017397844665320985,-0.015506902771312645,-0.02126507514929534,0.037754185858216924,-0.01618459703453838,,-0.016341761973381306,-0.0051805521989013534,0.21373547144680927,0.29032216971238134,0.5060702699215904,0.2275837015143188,0.29032216971238134,-0.043135256098760684,-0.03962044772641245,-0.015829613860891545,-0.04354773670121269,-0.02054436475793131,-0.025135923050540448,-0.04049864729939142,1.0,0.011010555968466684,,,,,,,,,,,,,,,,-0.03540908387325496,1.0,0.017082507245530464,-0.009610275057613783,0.003913938825277784,,,
vol_30d,-0.3361446736669952,-0.36141950641756326,-0.30777535191580024,-0.30777535191580024,0.27625290454953977,0.33914026592589414,-0.27924519696095823,-0.3290217156234596,0.0423626708489406,-0.13672320397839632,-0.22586640759915855,-0.15196689501008764,-0.22317202327198007,-0.30721194746424646,0.46383606140754935,-0.2576429061786401,,-0.2786201841137984,0.4141524761430038,0.3263786476955633,0.708856338604113,0.24492994065621498,0.5525778986221772,0.708856338604113,-0.47397555398342406,-0.3701885602868137,-0.2653916618313925,-0.4629431491333156,-0.39767010688627075,-0.3968107356726956,-0.18593591584316174,0.011010555968466684,1.0,,,,,,,,,,,,,,,,-0.3799614058408082,0.01101055596846668,-0.000342802364163196,-0.0015266483009731327,-0.0017436025048786815,,,
pm_election_prob_vw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_election_prob_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_election_prob_std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_election_n_markets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_election_prob_chg_1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_fed_prob_vw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_fed_prob_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_fed_prob_std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_fed_n_markets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_fed_prob_chg_1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_crypto_prob_vw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_crypto_prob_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_crypto_prob_std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_crypto_n_markets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_crypto_prob_chg_1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
log_price,0.873824730611831,0.8737053247679645,0.5685263750035632,0.5685263750035632,-0.3263295819340284,-0.1691910512783039,0.645971765827445,0.9275171349100846,0.15875617135757264,0.22831720598249894,0.591548340675463,0.26488255403201677,0.5668649928261281,0.6052131633847443,-0.9315875905781711,0.7646260242416406,,0.6555677550505857,-0.30387339955651455,-0.21009186099617763,0.45711769474108765,0.4114990003523162,0.3891958608657981,0.45711769474108765,0.9762014541738577,0.8743941924816325,0.5657244027279205,0.9789978408356137,0.8180107944239062,0.8802113404155613,0.6203807387820466,-0.03540908387325496,-0.3799614058408082,,,,,,,,,,,,,,,,1.0,-0.03540908387325496,-0.0007687538753819466,0.004265970303631652,-0.0014620805628118205,,,
d_log_price,-0.026061327466557226,-0.03212962223524693,-0.01972257640298143,-0.01972257640298143,0.02875371276854874,0.0788028459848862,-0.016256798722521473,0.011106966871950733,0.0056092889044061746,-0.03908776753429423,-0.02463588776984934,-0.017397844665320985,-0.015506902771312645,-0.02126507514929534,0.037754185858216924,-0.01618459703453838,,-0.016341761973381306,-0.0051805521989013534,0.21373547144680927,0.29032216971238134,0.5060702699215904,0.2275837015143188,0.29032216971238134,-0.043135256098760684,-0.03962044772641245,-0.015829613860891545,-0.04354773670121269,-0.02054436475793131,-0.025135923050540448,-0.04049864729939142,1.0,0.01101055596846668,,,,,,,,,,,,,,,,-0.03540908387325496,1.0,0.017082507245530464,-0.009610275057613783,0.003913938825277784,,,
d_TxCnt,0.033399457693698,-0.0013307533395566099,-0.0012189599140169738,-0.0012189599140169738,0.100762234182419,-0.00012666916641994623,-0.002021170500792222,-0.0015645055378581104,0.03305376083879658,0.04660205501276306,-0.0022478402220123053,0.037674248485418164,-0.013404627537460427,0.03605045627557055,0.007333274526584388,0.036985612366166154,,-0.0020448750072039304,-0.0005417348091099212,0.0016011568602655297,-0.07002062903865235,0.0468351998525954,0.10702517384817489,-0.07002062903865235,6.468778861329432e-05,-0.0026971124736853125,-0.0036506599824562896,6.0840763154898346e-05,0.12366382629837538,0.09245988456768979,-0.005386311563494271,0.017082507245530464,-0.000342802364163196,,,,,,,,,,,,,,,,-0.0007687538753819466,0.017082507245530464,1.0,0.5184893310035785,0.3595551809423343,,,
d_HashRate,0.02377975337505072,0.005752556481489065,0.006069275487936554,0.006069275487936554,0.14321394609490098,-0.00023729705336641516,0.005149385841231187,0.00228809578709854,1.6935431278574556e-05,0.004119897612255158,0.011855697743550934,-0.004748476639065845,-0.004871765001989886,0.07307361768842847,0.0039490385662979645,0.07167943828933744,,0.005139718850851952,-0.0011223035763985429,-0.0007554815663361629,0.08374559944560601,0.0767138746499682,0.27220995897609623,0.08374559944560601,0.003920052086343565,0.005494791065993925,0.00507740274632093,0.003877786895409425,0.06428513043604397,0.04718907817524557,0.0022155264712125666,-0.009610275057613783,-0.0015266483009731327,,,,,,,,,,,,,,,,0.004265970303631652,-0.009610275057613783,0.5184893310035785,1.0,0.2008216589921203,,,
d_AdrActCnt,0.09298492059196649,-0.00211354362421305,-0.0021405965957582217,-0.0021405965957582217,0.07502915116214186,0.0003144897134754263,-0.0028693727976992186,-0.001908110568644773,0.028913340154779983,0.11728415173546829,0.09762253383077556,0.10215539203777006,0.08368786734175146,0.010727726736886095,0.007445388472019819,0.02068808367669671,,-0.0029357692761415037,-0.00024984705499536816,0.0029050473824209833,0.49108951275049295,0.0032816291773304328,0.7082892367034122,0.49108951275049295,-0.0002001340976943666,-0.0009488623735233016,-0.0018469774854358953,-0.00022634052518730993,0.04387679859684625,0.05521234213036597,0.0948701745886925,0.003913938825277784,-0.0017436025048786815,,,,,,,,,,,,,,,,-0.0014620805628118205,0.003913938825277784,0.3595551809423343,0.2008216589921203,1.0,,,
d_pm_election_prob_vw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_pm_fed_prob_vw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_pm_crypto_prob_vw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
